# epoch total_loss train_loss test_loss first_derivative second_derivative amplitude gradient_norm learning_rate elapsed_seconds
8.3000000000e+01 1.3195501280e-06 1.3191495098e-06 7.5724198330e-07 3.0838791887e-07 5.2128876583e-09 4.0101359539e-05 4.8153679726e-06 2.0000000000e-02 8.1304983752e+01
8.4000000000e+01 1.2626833032e-06 1.2622828028e-06 7.1045089681e-07 3.0830818688e-07 5.2103631980e-09 4.0088635566e-05 4.6678939823e-06 2.0000000000e-02 8.1441388767e+01
8.5000000000e+01 1.2089262085e-06 1.2085258038e-06 6.6629762914e-07 3.0824673240e-07 5.2082309045e-09 4.0075590796e-05 4.5402611045e-06 2.0000000000e-02 8.1243841659e+01
8.6000000000e+01 1.1581042566e-06 1.1577039121e-06 6.2461769747e-07 3.0821111712e-07 5.2070850512e-09 4.0062486967e-05 4.4149377700e-06 2.0000000000e-02 8.1363346093e+01
8.7000000000e+01 1.1101643799e-06 1.1097640509e-06 5.8547523913e-07 3.0820474036e-07 5.2074299517e-09 4.0049952583e-05 4.2843663661e-06 2.0000000000e-02 8.1128328989e+01
8.8000000000e+01 1.0649585826e-06 1.0645582120e-06 5.4902977271e-07 3.0823342398e-07 5.2098630667e-09 4.0038506214e-05 4.1613901659e-06 2.0000000000e-02 8.1038097763e+01
8.9000000000e+01 1.0223478791e-06 1.0219473981e-06 5.1515082804e-07 3.0830238714e-07 5.2149830894e-09 4.0028786863e-05 4.0364424848e-06 2.0000000000e-02 8.1178165187e+01
9.0000000000e+01 9.8194720170e-07 9.8154652897e-07 4.8377745114e-07 3.0841711840e-07 5.2234433772e-09 4.0021180211e-05 3.9098307447e-06 2.0000000000e-02 8.1243080835e+01
9.1000000000e+01 9.4377188099e-07 9.4337092332e-07 4.5460908015e-07 3.0858298043e-07 5.2358782455e-09 4.0015906710e-05 3.7790647937e-06 2.0000000000e-02 8.1171060553e+01
9.2000000000e+01 9.0772029342e-07 9.0731894842e-07 4.2712168143e-07 3.0880348490e-07 5.2528422738e-09 4.0013093130e-05 3.6502331946e-06 2.0000000000e-02 8.1198284337e+01
9.3000000000e+01 8.7364819793e-07 8.7324635270e-07 4.0137950564e-07 3.0908366050e-07 5.2748655545e-09 4.0012910373e-05 3.5295139558e-06 2.0000000000e-02 8.1661126442e+01
9.4000000000e+01 8.4137726753e-07 8.4097480055e-07 3.7732765513e-07 3.0942748994e-07 5.3024067162e-09 4.0015415544e-05 3.4134319081e-06 2.0000000000e-02 8.1046358107e+01
9.5000000000e+01 8.1077272563e-07 8.1036950999e-07 3.5483648378e-07 3.0983693056e-07 5.3358153600e-09 4.0020559408e-05 3.2916966223e-06 2.0000000000e-02 8.1200925661e+01
9.6000000000e+01 7.8175946553e-07 7.8135537275e-07 3.3378886959e-07 3.1031133506e-07 5.3753137749e-09 4.0028302468e-05 3.1850537089e-06 2.0000000000e-02 8.1395667662e+01
9.7000000000e+01 7.5419680124e-07 7.5379170023e-07 3.1400490102e-07 3.1085160336e-07 5.4210886592e-09 4.0038512706e-05 3.0877966158e-06 2.0000000000e-02 8.1150502271e+01
9.8000000000e+01 7.2796373330e-07 7.2755749221e-07 2.9529752515e-07 3.1145751687e-07 5.4732646620e-09 4.0050925201e-05 2.9895900959e-06 2.0000000000e-02 8.1674890482e+01
9.9000000000e+01 7.0297515523e-07 7.0256764473e-07 2.7762363421e-07 3.1212698153e-07 5.5317969951e-09 4.0065549584e-05 2.8976801644e-06 2.0000000000e-02 8.1402062565e+01
1.0000000000e+02 6.7916379039e-07 6.7875488628e-07 2.6099613780e-07 3.1285630075e-07 5.5965587033e-09 4.0082228557e-05 2.8109882633e-06 2.0000000000e-02 8.1108719257e+01
1.0100000000e+02 6.5645626920e-07 6.5604585265e-07 2.4536017756e-07 3.1364181194e-07 5.6673825227e-09 4.0100910389e-05 2.7267043810e-06 2.0000000000e-02 8.1446634563e+01
1.0200000000e+02 6.3478683833e-07 6.3437479789e-07 2.3069236344e-07 3.1447875668e-07 5.7440133139e-09 4.0121555118e-05 2.6503646473e-06 2.0000000000e-02 8.0993161578e+01
1.0300000000e+02 6.1410258259e-07 6.1368881268e-07 2.1692046639e-07 3.1536368810e-07 5.8262144273e-09 4.0144075442e-05 2.5746857385e-06 2.0000000000e-02 8.0642114479e+01
1.0400000000e+02 5.9438883787e-07 5.9397323996e-07 2.0400017286e-07 3.1629234874e-07 5.9137149279e-09 4.0168409423e-05 2.5005687896e-06 2.0000000000e-02 8.0883818450e+01
1.0500000000e+02 5.7559620263e-07 5.7517868575e-07 1.9190699726e-07 3.1726026034e-07 6.0062167221e-09 4.0194453689e-05 2.4203409382e-06 2.0000000000e-02 8.0870119869e+01
1.0600000000e+02 5.5781211966e-07 5.5739260175e-07 1.8057216968e-07 3.1826203514e-07 6.1033648048e-09 4.0222223046e-05 2.3570688048e-06 2.0000000000e-02 8.1012165000e+01
1.0700000000e+02 5.4079620490e-07 5.4037461238e-07 1.6991303339e-07 3.1929269433e-07 6.2048059321e-09 4.0251760206e-05 2.2881020549e-06 2.0000000000e-02 8.0984846113e+01
1.0800000000e+02 5.2459109718e-07 5.2416736285e-07 1.5993464079e-07 3.2034896630e-07 6.3102479037e-09 4.0282880100e-05 2.2200630929e-06 2.0000000000e-02 8.0388713992e+01
1.0900000000e+02 5.0916871698e-07 5.0874277922e-07 1.5065039702e-07 3.2142824525e-07 6.4194083034e-09 4.0315432024e-05 2.1588676646e-06 2.0000000000e-02 8.0287584392e+01
1.1000000000e+02 4.9448395276e-07 4.9405575407e-07 1.4200736476e-07 3.2252922818e-07 6.5320144127e-09 4.0349312153e-05 2.0896441023e-06 2.0000000000e-02 8.0697501544e+01
1.1100000000e+02 4.8051635312e-07 4.8008583895e-07 1.3397592690e-07 3.2365175187e-07 6.6478138126e-09 4.0384280770e-05 2.0264406978e-06 2.0000000000e-02 8.0763916581e+01
1.1200000000e+02 4.6719684840e-07 4.6676396497e-07 1.2649167239e-07 3.2479712014e-07 6.7666255466e-09 4.0420060323e-05 1.9666176295e-06 2.0000000000e-02 8.0310584716e+01
1.1300000000e+02 4.5449256138e-07 4.5405725720e-07 1.1950694976e-07 3.2596541121e-07 6.8882244466e-09 4.0456521653e-05 1.9092544235e-06 2.0000000000e-02 8.0586565528e+01
1.1400000000e+02 4.4240354926e-07 4.4196577459e-07 1.1298736358e-07 3.2715709589e-07 7.0123948630e-09 4.0493627367e-05 1.8464235733e-06 2.0000000000e-02 7.9931608095e+01
1.1500000000e+02 4.3088640842e-07 4.3044611529e-07 1.0690281477e-07 3.2837242187e-07 7.1389482251e-09 4.0531227809e-05 1.7853160528e-06 2.0000000000e-02 8.0232574115e+01
1.1600000000e+02 4.1985849942e-07 4.1941564221e-07 1.0126790689e-07 3.2961197853e-07 7.2676033943e-09 4.0569199347e-05 1.7298715659e-06 2.0000000000e-02 8.0814223271e+01
